season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,cnt_7,cnt_1
2,0,4,18,0,3,1,1,0.74,0.6515,0.3,0.3582,441,321.0,421.0
2,0,4,19,0,3,1,1,0.7,0.6364,0.32,0.2537,383,175.0,276.0
2,0,4,20,0,3,1,1,0.68,0.6212,0.32,0.1045,225,126.0,168.0
2,0,4,21,0,3,1,1,0.66,0.6212,0.36,0.2836,172,117.0,122.0
2,0,4,22,0,3,1,1,0.62,0.6212,0.41,0.2537,117,99.0,112.0
2,0,4,23,0,3,1,1,0.6,0.6212,0.4,0.3284,93,62.0,52.0
2,0,4,0,0,4,1,1,0.56,0.5303,0.43,0.3582,44,21.0,33.0
2,0,4,1,0,4,1,1,0.52,0.5,0.45,0.2239,26,10.0,7.0
2,0,4,2,0,4,1,1,0.5,0.4848,0.42,0.3881,13,3.0,2.0
2,0,4,3,0,4,1,2,0.46,0.4545,0.51,0.4627,7,2.0,2.0
2,0,4,4,0,4,1,2,0.44,0.4394,0.54,0.4478,6,9.0,9.0
2,0,4,5,0,4,1,2,0.42,0.4242,0.54,0.5522,14,14.0,15.0
2,0,4,6,0,4,1,2,0.4,0.4091,0.58,0.5821,75,70.0,64.0
2,0,4,7,0,4,1,2,0.42,0.4242,0.47,0.4627,198,193.0,237.0
2,0,4,8,0,4,1,2,0.4,0.4091,0.5,0.4925,365,337.0,396.0
2,0,4,9,0,4,1,2,0.42,0.4242,0.47,0.2836,196,170.0,197.0
2,0,4,10,0,4,1,1,0.42,0.4242,0.44,0.3582,98,89.0,131.0
2,0,4,11,0,4,1,1,0.44,0.4394,0.41,0.2836,133,115.0,118.0
2,0,4,12,0,4,1,1,0.46,0.4545,0.38,0.1642,199,145.0,145.0
2,0,4,13,0,4,1,1,0.48,0.4697,0.33,0.3284,177,159.0,177.0
2,0,4,14,0,4,1,1,0.5,0.4848,0.34,0.3881,228,137.0,148.0
2,0,4,15,0,4,1,1,0.52,0.5,0.29,0.4179,235,142.0,145.0
2,0,4,16,0,4,1,1,0.52,0.5,0.27,0.3582,294,202.0,255.0
2,0,4,17,0,4,1,1,0.5,0.4848,0.29,0.1642,481,388.0,432.0
2,0,4,18,0,4,1,1,0.5,0.4848,0.25,0.2836,452,337.0,441.0
2,0,4,19,0,4,1,1,0.46,0.4545,0.28,0.2836,324,259.0,383.0
2,0,4,20,0,4,1,1,0.44,0.4394,0.3,0.1343,204,169.0,225.0
2,0,4,21,0,4,1,1,0.42,0.4242,0.47,0.194,184,145.0,172.0
2,0,4,22,0,4,1,1,0.42,0.4242,0.38,0.0896,137,104.0,117.0
2,0,4,23,0,4,1,1,0.4,0.4091,0.43,0.1045,99,47.0,93.0
2,0,4,0,0,5,1,1,0.36,0.3485,0.62,0.194,33,27.0,44.0
2,0,4,1,0,5,1,1,0.36,0.3333,0.53,0.2537,24,15.0,26.0
2,0,4,2,0,5,1,1,0.36,0.3333,0.53,0.2985,9,18.0,13.0
2,0,4,3,0,5,1,1,0.36,0.3333,0.53,0.2985,2,3.0,7.0
2,0,4,4,0,5,1,1,0.34,0.3182,0.53,0.2836,3,3.0,6.0
2,0,4,5,0,5,1,1,0.34,0.3182,0.53,0.2239,16,13.0,14.0
2,0,4,6,0,5,1,1,0.34,0.3182,0.53,0.2836,49,47.0,75.0
2,0,4,7,0,5,1,2,0.34,0.3182,0.53,0.2836,180,149.0,198.0
2,0,4,8,0,5,1,2,0.34,0.3182,0.53,0.2537,346,300.0,365.0
2,0,4,9,0,5,1,3,0.34,0.303,0.61,0.2985,195,178.0,196.0
2,0,4,10,0,5,1,2,0.36,0.3485,0.62,0.194,136,122.0,98.0
2,0,4,11,0,5,1,3,0.34,0.3333,0.66,0.194,106,136.0,133.0
2,0,4,12,0,5,1,3,0.34,0.3333,0.76,0.1343,80,200.0,199.0
2,0,4,13,0,5,1,3,0.34,0.3333,0.87,0.194,40,180.0,177.0
2,0,4,14,0,5,1,3,0.34,0.3182,0.87,0.2537,36,163.0,228.0
2,0,4,15,0,5,1,3,0.34,0.3333,0.87,0.194,75,162.0,235.0
2,0,4,16,0,5,1,3,0.34,0.3333,0.87,0.1343,62,243.0,294.0
2,0,4,17,0,5,1,3,0.32,0.303,0.93,0.2239,69,331.0,481.0
2,0,4,18,0,5,1,3,0.32,0.303,0.93,0.2239,51,263.0,452.0
2,0,4,19,0,5,1,3,0.32,0.303,0.93,0.2239,55,209.0,324.0
2,0,4,20,0,5,1,3,0.32,0.303,0.87,0.2239,47,118.0,204.0
2,0,4,21,0,5,1,3,0.3,0.303,0.93,0.1642,28,102.0,184.0
2,0,4,22,0,5,1,3,0.3,0.303,1.0,0.1343,24,80.0,137.0
2,0,4,23,0,5,1,3,0.32,0.3333,0.93,0.1045,17,64.0,99.0
2,0,4,0,0,6,0,2,0.32,0.3182,1.0,0.194,18,43.0,33.0
2,0,4,1,0,6,0,2,0.32,0.3182,1.0,0.194,16,33.0,24.0
2,0,4,2,0,6,0,3,0.32,0.3333,1.0,0.1343,17,24.0,9.0
2,0,4,3,0,6,0,3,0.32,0.3333,1.0,0.0896,4,14.0,2.0
2,0,4,4,0,6,0,3,0.34,0.3636,1.0,0.0,5,5.0,3.0
2,0,4,5,0,6,0,3,0.34,0.3636,1.0,0.0,7,4.0,16.0
2,0,4,6,0,6,0,2,0.34,0.3333,1.0,0.1642,11,10.0,49.0
2,0,4,7,0,6,0,3,0.34,0.3333,1.0,0.1642,19,21.0,180.0
2,0,4,8,0,6,0,2,0.36,0.3333,1.0,0.2537,47,45.0,346.0
2,0,4,9,0,6,0,2,0.38,0.3939,0.94,0.2985,68,29.0,195.0
2,0,4,10,0,6,0,2,0.42,0.4242,0.88,0.2239,129,22.0,136.0
2,0,4,11,0,6,0,2,0.46,0.4545,0.88,0.2239,232,31.0,106.0
2,0,4,12,0,6,0,1,0.52,0.5,0.83,0.4179,291,32.0,80.0
2,0,4,13,0,6,0,1,0.52,0.5,0.83,0.3881,312,58.0,40.0
2,0,4,14,0,6,0,1,0.58,0.5455,0.78,0.3582,391,63.0,36.0
2,0,4,15,0,6,0,1,0.6,0.5909,0.73,0.3881,397,78.0,75.0
2,0,4,16,0,6,0,1,0.6,0.5909,0.73,0.2836,426,33.0,62.0
2,0,4,17,0,6,0,1,0.6,0.5909,0.73,0.3284,383,15.0,69.0
2,0,4,18,0,6,0,1,0.58,0.5455,0.78,0.194,376,38.0,51.0
2,0,4,19,0,6,0,1,0.56,0.5303,0.83,0.2836,283,71.0,55.0
2,0,4,20,0,6,0,2,0.54,0.5152,0.88,0.2537,183,53.0,47.0
2,0,4,21,0,6,0,2,0.56,0.5303,0.83,0.2836,135,14.0,28.0
2,0,4,22,0,6,0,2,0.58,0.5455,0.78,0.2537,169,24.0,24.0
2,0,4,23,0,6,0,2,0.54,0.5152,0.88,0.1642,117,35.0,17.0
2,0,4,0,0,0,0,1,0.52,0.5,0.83,0.2239,96,33.0,18.0
2,0,4,1,0,0,0,1,0.5,0.4848,0.88,0.194,54,31.0,16.0
2,0,4,2,0,0,0,1,0.5,0.4848,0.88,0.194,72,29.0,17.0
2,0,4,3,0,0,0,1,0.5,0.4848,0.94,0.0896,24,25.0,4.0
2,0,4,4,0,0,0,1,0.5,0.4848,0.94,0.0896,5,7.0,5.0
2,0,4,5,0,0,0,1,0.5,0.4848,0.94,0.0896,12,3.0,7.0
2,0,4,6,0,0,0,2,0.5,0.4848,1.0,0.0,13,8.0,11.0
2,0,4,7,0,0,0,2,0.5,0.4848,1.0,0.0,27,16.0,19.0
2,0,4,8,0,0,0,1,0.52,0.5,0.94,0.2239,80,43.0,47.0
2,0,4,9,0,0,0,1,0.56,0.5303,0.88,0.2537,177,102.0,68.0
2,0,4,10,0,0,0,1,0.6,0.5758,0.78,0.1642,289,211.0,129.0
2,0,4,11,0,0,0,1,0.66,0.6212,0.65,0.1343,317,304.0,232.0
2,0,4,12,0,0,0,1,0.68,0.6364,0.65,0.2537,388,354.0,291.0
2,0,4,13,0,0,0,1,0.7,0.6515,0.58,0.2836,441,343.0,312.0
2,0,4,14,0,0,0,1,0.7,0.6515,0.54,0.3284,420,361.0,391.0
2,0,4,15,0,0,0,1,0.66,0.6212,0.61,0.2537,369,388.0,397.0
2,0,4,16,0,0,0,1,0.74,0.6667,0.48,0.3881,359,343.0,426.0
2,0,4,17,0,0,0,1,0.66,0.6212,0.65,0.2985,331,306.0,383.0
2,0,4,18,0,0,0,1,0.64,0.6061,0.69,0.1642,270,277.0,376.0
2,0,4,19,0,0,0,3,0.6,0.5606,0.83,0.2836,194,210.0,283.0
2,0,4,20,0,0,0,3,0.6,0.5606,0.83,0.2836,105,141.0,183.0
2,0,4,21,0,0,0,3,0.54,0.5152,0.94,0.1642,61,83.0,135.0
2,0,4,22,0,0,0,3,0.54,0.5152,1.0,0.1642,45,70.0,169.0
2,0,4,23,0,0,0,3,0.54,0.5152,1.0,0.0896,42,56.0,117.0
2,0,4,0,0,1,1,3,0.52,0.5,1.0,0.0,12,39.0,96.0
2,0,4,1,0,1,1,1,0.54,0.5152,1.0,0.0896,10,19.0,54.0
2,0,4,2,0,1,1,1,0.54,0.5152,1.0,0.0896,10,16.0,72.0
2,0,4,3,0,1,1,2,0.5,0.4848,1.0,0.1045,10,7.0,24.0
2,0,4,4,0,1,1,2,0.52,0.5,1.0,0.0,5,6.0,5.0
2,0,4,5,0,1,1,2,0.46,0.4545,1.0,0.0,17,16.0,12.0
2,0,4,6,0,1,1,2,0.5,0.4848,1.0,0.0,66,54.0,13.0
2,0,4,7,0,1,1,2,0.52,0.5,1.0,0.0896,196,168.0,27.0
2,0,4,8,0,1,1,1,0.56,0.5303,0.88,0.1045,353,297.0,80.0
2,0,4,9,0,1,1,1,0.6,0.5606,0.83,0.1343,174,169.0,177.0
2,0,4,10,0,1,1,1,0.64,0.6061,0.73,0.2239,125,109.0,289.0
2,0,4,11,0,1,1,1,0.64,0.6061,0.73,0.2239,147,123.0,317.0
2,0,4,12,0,1,1,1,0.66,0.6212,0.74,0.2537,188,184.0,388.0
2,0,4,13,0,1,1,1,0.7,0.6515,0.65,0.2239,203,169.0,441.0
2,0,4,14,0,1,1,1,0.72,0.6667,0.54,0.2239,146,144.0,420.0
2,0,4,15,0,1,1,1,0.74,0.6667,0.51,0.2239,175,176.0,369.0
2,0,4,16,0,1,1,1,0.7,0.6515,0.54,0.3582,239,205.0,359.0
2,0,4,17,0,1,1,1,0.7,0.6515,0.54,0.2985,521,428.0,331.0
2,0,4,18,0,1,1,1,0.68,0.6364,0.57,0.3582,499,362.0,270.0
2,0,4,19,0,1,1,1,0.66,0.6212,0.57,0.3284,382,286.0,194.0
2,0,4,20,0,1,1,1,0.66,0.6212,0.61,0.2836,237,165.0,105.0
2,0,4,21,0,1,1,1,0.62,0.6061,0.69,0.2537,190,151.0,61.0
2,0,4,22,0,1,1,1,0.6,0.5909,0.73,0.2985,106,90.0,45.0
2,0,4,23,0,1,1,1,0.58,0.5455,0.78,0.2836,62,46.0,42.0
2,0,4,0,0,2,1,1,0.62,0.6061,0.69,0.2836,27,25.0,12.0
2,0,4,1,0,2,1,1,0.62,0.5909,0.73,0.2836,21,7.0,10.0
2,0,4,2,0,2,1,1,0.56,0.5303,0.83,0.3284,26,13.0,10.0
2,0,4,3,0,2,1,1,0.54,0.5152,0.88,0.2836,21,3.0,10.0
2,0,4,4,0,2,1,1,0.56,0.5303,0.83,0.2537,6,5.0,5.0
2,0,4,5,0,2,1,1,0.54,0.5152,0.88,0.2537,16,18.0,17.0
2,0,4,6,0,2,1,1,0.56,0.5303,0.88,0.2239,80,65.0,66.0
2,0,4,7,0,2,1,1,0.58,0.5455,0.83,0.2985,270,188.0,196.0
2,0,4,8,0,2,1,1,0.58,0.5455,0.83,0.2985,449,351.0,353.0
2,0,4,9,0,2,1,1,0.64,0.6061,0.73,0.3582,199,162.0,174.0
2,0,4,10,0,2,1,1,0.66,0.6212,0.69,0.3582,120,75.0,125.0
2,0,4,11,0,2,1,1,0.68,0.6364,0.65,0.3881,172,72.0,147.0
2,0,4,12,0,2,1,1,0.7,0.6515,0.61,0.4179,186,103.0,188.0
2,0,4,13,0,2,1,1,0.74,0.6667,0.51,0.4478,176,129.0,203.0
2,0,4,14,0,2,1,1,0.72,0.6667,0.58,0.3284,155,107.0,146.0
2,0,4,15,0,2,1,1,0.7,0.6515,0.61,0.3582,153,127.0,175.0
2,0,4,16,0,2,1,1,0.7,0.6515,0.58,0.3881,291,192.0,239.0
2,0,4,17,0,2,1,1,0.68,0.6364,0.61,0.3582,521,411.0,521.0
2,0,4,18,0,2,1,1,0.68,0.6364,0.65,0.4478,528,421.0,499.0
2,0,4,19,0,2,1,1,0.64,0.6061,0.73,0.4179,328,276.0,382.0
2,0,4,20,0,2,1,1,0.64,0.6061,0.73,0.3582,234,168.0,237.0
2,0,4,21,0,2,1,1,0.62,0.5909,0.78,0.2836,195,122.0,190.0
2,0,4,22,0,2,1,2,0.6,0.5606,0.83,0.194,148,112.0,106.0
2,0,4,23,0,2,1,2,0.6,0.5606,0.83,0.2239,78,52.0,62.0
2,0,4,0,0,3,1,1,0.6,0.5606,0.83,0.2239,27,33.0,27.0
2,0,4,1,0,3,1,1,0.6,0.5606,0.83,0.2537,17,7.0,21.0
2,0,4,2,0,3,1,1,0.58,0.5455,0.88,0.2537,5,2.0,26.0
2,0,4,3,0,3,1,2,0.58,0.5455,0.88,0.2836,7,2.0,21.0
2,0,4,4,0,3,1,1,0.56,0.5303,0.94,0.2239,6,9.0,6.0
2,0,4,5,0,3,1,2,0.56,0.5303,0.94,0.2537,17,15.0,16.0
2,0,4,6,0,3,1,1,0.56,0.5303,0.94,0.2537,84,64.0,80.0
2,0,4,7,0,3,1,2,0.58,0.5455,0.88,0.2836,246,237.0,270.0
2,0,4,8,0,3,1,2,0.58,0.5455,0.88,0.3284,444,396.0,449.0
2,0,4,9,0,3,1,2,0.6,0.5455,0.88,0.4179,181,197.0,199.0
2,0,4,10,0,3,1,2,0.62,0.5758,0.83,0.2836,92,131.0,120.0
2,0,4,11,0,3,1,2,0.64,0.5909,0.78,0.2836,156,118.0,172.0
2,0,4,12,0,3,1,1,0.66,0.6061,0.78,0.3284,173,145.0,186.0
2,0,4,13,0,3,1,1,0.64,0.5909,0.78,0.2985,150,177.0,176.0
2,0,4,14,0,3,1,1,0.68,0.6364,0.74,0.2836,148,148.0,155.0
2,0,4,15,0,3,1,1,0.7,0.6515,0.65,0.4925,138,145.0,153.0
2,0,4,16,0,3,1,1,0.7,0.6515,0.7,0.3881,218,255.0,291.0
2,0,4,17,0,3,1,3,0.66,0.6061,0.83,0.3881,521,432.0,521.0
2,0,4,18,0,3,1,3,0.66,0.6061,0.83,0.3881,412,441.0,528.0
2,0,4,19,0,3,1,1,0.62,0.5909,0.78,0.2836,260,383.0,328.0
2,0,4,20,0,3,1,1,0.64,0.5758,0.83,0.3284,218,225.0,234.0
2,0,4,21,0,3,1,1,0.62,0.5606,0.88,0.2836,145,172.0,195.0
2,0,4,22,0,3,1,2,0.62,0.5606,0.88,0.3284,129,117.0,148.0
2,0,4,23,0,3,1,2,0.62,0.5606,0.88,0.3582,78,93.0,78.0
2,0,4,0,0,4,1,1,0.64,0.5909,0.78,0.3582,54,44.0,27.0
2,0,4,1,0,4,1,2,0.62,0.5758,0.83,0.3881,20,26.0,17.0
2,0,4,2,0,4,1,2,0.62,0.5758,0.83,0.4478,21,13.0,5.0
2,0,4,3,0,4,1,2,0.64,0.5909,0.78,0.3881,3,7.0,7.0
2,0,4,4,0,4,1,2,0.62,0.5758,0.83,0.4179,9,6.0,6.0
2,0,4,5,0,4,1,2,0.62,0.5758,0.83,0.3881,13,14.0,17.0
2,0,4,6,0,4,1,2,0.64,0.5909,0.78,0.4627,86,75.0,84.0
2,0,4,7,0,4,1,2,0.64,0.5909,0.78,0.4478,215,198.0,246.0
2,0,4,8,0,4,1,2,0.66,0.6061,0.78,0.4478,398,365.0,444.0
2,0,4,9,0,4,1,3,0.62,0.5606,0.88,0.3284,183,196.0,181.0
2,0,4,10,0,4,1,2,0.62,0.5606,0.88,0.2836,54,98.0,92.0
2,0,4,11,0,4,1,2,0.62,0.5758,0.83,0.2836,84,133.0,156.0
2,0,4,12,0,4,1,2,0.62,0.5909,0.78,0.2537,107,199.0,173.0
2,0,4,13,0,4,1,2,0.62,0.5758,0.83,0.2985,121,177.0,150.0
2,0,4,14,0,4,1,1,0.62,0.5758,0.83,0.2985,142,228.0,148.0
2,0,4,15,0,4,1,1,0.66,0.6212,0.69,0.3284,163,235.0,138.0
2,0,4,16,0,4,1,1,0.62,0.5909,0.78,0.2537,270,294.0,218.0
2,0,4,17,0,4,1,1,0.64,0.6212,0.47,0.3582,455,481.0,521.0
2,0,4,18,0,4,1,1,0.64,0.6212,0.47,0.3582,530,452.0,412.0
2,0,4,19,0,4,1,1,0.62,0.6212,0.43,0.2985,404,324.0,260.0
2,0,4,20,0,4,1,1,0.58,0.5455,0.43,0.2239,269,204.0,218.0
2,0,4,21,0,4,1,1,0.56,0.5303,0.46,0.1343,194,184.0,145.0
2,0,4,22,0,4,1,1,0.54,0.5152,0.45,0.1642,153,137.0,129.0
2,0,4,23,0,4,1,1,0.54,0.5152,0.39,0.0896,110,99.0,78.0
2,0,4,0,0,5,1,1,0.52,0.5,0.39,0.2836,48,33.0,54.0
2,0,4,1,0,5,1,1,0.5,0.4848,0.45,0.0896,31,24.0,20.0
2,0,4,2,0,5,1,1,0.46,0.4545,0.63,0.1045,10,9.0,21.0
2,0,4,3,0,5,1,1,0.46,0.4545,0.59,0.0896,5,2.0,3.0
2,0,4,4,0,5,1,1,0.46,0.4545,0.51,0.1343,6,3.0,9.0
2,0,4,5,0,5,1,1,0.46,0.4545,0.47,0.1343,25,16.0,13.0
2,0,4,6,0,5,1,1,0.5,0.4848,0.45,0.2836,71,49.0,86.0
2,0,4,7,0,5,1,1,0.52,0.5,0.42,0.194,240,180.0,215.0
2,0,4,8,0,5,1,1,0.54,0.5152,0.39,0.2985,421,346.0,398.0
2,0,4,9,0,5,1,1,0.54,0.5152,0.39,0.3284,230,195.0,183.0
2,0,4,10,0,5,1,1,0.56,0.5303,0.4,0.2836,156,136.0,54.0
2,0,4,11,0,5,1,1,0.6,0.6212,0.38,0.2239,157,106.0,84.0
2,0,4,12,0,5,1,1,0.56,0.5303,0.37,0.2836,223,80.0,107.0
2,0,4,13,0,5,1,1,0.56,0.5303,0.37,0.2985,308,40.0,121.0
2,0,4,14,0,5,1,1,0.6,0.6212,0.35,0.3284,248,36.0,142.0
2,0,4,15,0,5,1,2,0.56,0.5303,0.4,0.2985,252,75.0,163.0
2,0,4,16,0,5,1,2,0.54,0.5152,0.42,0.3582,299,62.0,270.0
2,0,4,17,0,5,1,2,0.52,0.5,0.45,0.3881,508,69.0,455.0
2,0,4,18,0,5,1,1,0.52,0.5,0.48,0.3582,439,51.0,530.0
2,0,4,19,0,5,1,1,0.46,0.4545,0.55,0.3284,270,55.0,404.0
2,0,4,20,0,5,1,1,0.48,0.4697,0.48,0.2239,194,47.0,269.0
2,0,4,21,0,5,1,1,0.46,0.4545,0.51,0.194,195,28.0,194.0
2,0,4,22,0,5,1,1,0.42,0.4242,0.58,0.1642,146,24.0,153.0
2,0,4,23,0,5,1,2,0.44,0.4394,0.54,0.0896,113,17.0,110.0
2,0,4,0,0,6,0,2,0.44,0.4394,0.54,0.2537,106,18.0,48.0
2,0,4,1,0,6,0,2,0.44,0.4394,0.54,0.1642,74,16.0,31.0
2,0,4,2,0,6,0,2,0.44,0.4394,0.54,0.2239,65,17.0,10.0
2,0,4,3,0,6,0,2,0.42,0.4242,0.54,0.194,17,4.0,5.0
2,0,4,4,0,6,0,2,0.42,0.4242,0.54,0.2239,7,5.0,6.0
2,0,4,5,0,6,0,1,0.42,0.4242,0.54,0.3881,7,7.0,25.0
2,0,4,6,0,6,0,1,0.4,0.4091,0.58,0.2836,21,11.0,71.0
2,0,4,7,0,6,0,1,0.4,0.4091,0.54,0.3881,48,19.0,240.0
2,0,4,8,0,6,0,1,0.4,0.4091,0.54,0.2985,91,47.0,421.0
2,0,4,9,0,6,0,1,0.44,0.4394,0.51,0.3582,156,68.0,230.0
2,0,4,10,0,6,0,1,0.48,0.4697,0.44,0.3881,279,129.0,156.0
2,0,4,11,0,6,0,1,0.5,0.4848,0.42,0.3582,321,232.0,157.0
2,0,4,12,0,6,0,1,0.52,0.5,0.42,0.3881,416,291.0,223.0
2,0,4,13,0,6,0,1,0.54,0.5152,0.39,0.2985,455,312.0,308.0
2,0,4,14,0,6,0,1,0.54,0.5152,0.39,0.2239,452,391.0,248.0
2,0,4,15,0,6,0,1,0.56,0.5303,0.37,0.1343,499,397.0,252.0
2,0,4,16,0,6,0,1,0.58,0.5455,0.37,0.194,464,426.0,299.0
2,0,4,17,0,6,0,1,0.56,0.5303,0.43,0.1343,407,383.0,508.0
2,0,4,18,0,6,0,1,0.54,0.5152,0.43,0.1343,371,376.0,439.0
2,0,4,19,0,6,0,1,0.54,0.5152,0.43,0.1343,387,283.0,270.0
2,0,4,20,0,6,0,1,0.44,0.4394,0.62,0.1343,224,183.0,194.0
2,0,4,21,0,6,0,1,0.44,0.4394,0.62,0.1343,177,135.0,195.0
2,0,4,22,0,6,0,1,0.44,0.4394,0.67,0.1045,143,169.0,146.0
2,0,4,23,0,6,0,1,0.44,0.4394,0.67,0.1045,125,117.0,113.0
2,0,5,0,0,0,0,1,0.42,0.4242,0.67,0.0896,96,96.0,106.0
2,0,5,1,0,0,0,1,0.42,0.4242,0.69,0.1045,59,54.0,74.0
2,0,5,2,0,0,0,1,0.42,0.4242,0.77,0.1045,50,72.0,65.0
2,0,5,3,0,0,0,1,0.4,0.4091,0.82,0.1045,23,24.0,17.0
2,0,5,4,0,0,0,1,0.4,0.4091,0.76,0.1045,17,5.0,7.0
2,0,5,5,0,0,0,1,0.4,0.4091,0.82,0.0896,10,12.0,7.0
2,0,5,6,0,0,0,2,0.4,0.4091,0.82,0.0896,13,13.0,21.0
2,0,5,7,0,0,0,2,0.42,0.4242,0.77,0.0896,33,27.0,48.0
2,0,5,8,0,0,0,2,0.44,0.4394,0.77,0.1343,59,80.0,91.0
2,0,5,9,0,0,0,2,0.46,0.4545,0.72,0.1343,141,177.0,156.0
2,0,5,10,0,0,0,2,0.48,0.4697,0.63,0.194,264,289.0,279.0
2,0,5,11,0,0,0,1,0.46,0.4545,0.82,0.1045,250,317.0,321.0
2,0,5,12,0,0,0,2,0.48,0.4697,0.77,0.1045,281,388.0,416.0
2,0,5,13,0,0,0,2,0.5,0.4848,0.63,0.1642,332,441.0,455.0
2,0,5,14,0,0,0,2,0.5,0.4848,0.68,0.1045,238,420.0,452.0
2,0,5,15,0,0,0,2,0.5,0.4848,0.72,0.0,266,369.0,499.0
2,0,5,16,0,0,0,2,0.5,0.4848,0.72,0.194,214,359.0,464.0
2,0,5,17,0,0,0,2,0.48,0.4697,0.82,0.2537,196,331.0,407.0
2,0,5,18,0,0,0,2,0.46,0.4545,0.82,0.0896,159,270.0,371.0
2,0,5,19,0,0,0,2,0.46,0.4545,0.84,0.1045,178,194.0,387.0
2,0,5,20,0,0,0,2,0.46,0.4545,0.82,0.0,121,105.0,224.0
2,0,5,21,0,0,0,2,0.46,0.4545,0.82,0.0,105,61.0,177.0
2,0,5,22,0,0,0,2,0.46,0.4545,0.82,0.0,100,45.0,143.0
2,0,5,23,0,0,0,1,0.46,0.4545,0.77,0.194,146,42.0,125.0
2,0,5,0,0,1,1,1,0.46,0.4545,0.72,0.1343,177,12.0,96.0
2,0,5,1,0,1,1,1,0.46,0.4545,0.72,0.1343,114,10.0,59.0
2,0,5,2,0,1,1,2,0.44,0.4394,0.77,0.2239,35,10.0,50.0
2,0,5,3,0,1,1,1,0.44,0.4394,0.77,0.1343,16,10.0,23.0
2,0,5,4,0,1,1,1,0.44,0.4394,0.77,0.1642,17,5.0,17.0
2,0,5,5,0,1,1,2,0.44,0.4394,0.77,0.1343,20,17.0,10.0
2,0,5,6,0,1,1,1,0.44,0.4394,0.88,0.1045,62,66.0,13.0
2,0,5,7,0,1,1,2,0.46,0.4545,0.82,0.3284,209,196.0,33.0
2,0,5,8,0,1,1,2,0.48,0.4697,0.77,0.2239,371,353.0,59.0
2,0,5,9,0,1,1,2,0.5,0.4848,0.77,0.2836,172,174.0,141.0
2,0,5,10,0,1,1,2,0.54,0.5152,0.77,0.2239,108,125.0,264.0
2,0,5,11,0,1,1,1,0.58,0.5455,0.73,0.2985,130,147.0,250.0
2,0,5,12,0,1,1,1,0.62,0.6061,0.69,0.2239,187,188.0,281.0
2,0,5,13,0,1,1,2,0.62,0.6061,0.69,0.194,170,203.0,332.0
2,0,5,14,0,1,1,1,0.64,0.6061,0.69,0.2239,181,146.0,238.0
2,0,5,15,0,1,1,1,0.66,0.6212,0.61,0.194,155,175.0,266.0
2,0,5,16,0,1,1,1,0.66,0.6212,0.61,0.2239,269,239.0,214.0
2,0,5,17,0,1,1,1,0.66,0.6212,0.65,0.194,537,521.0,196.0
2,0,5,18,0,1,1,2,0.64,0.6061,0.65,0.194,518,499.0,159.0
2,0,5,19,0,1,1,2,0.62,0.6061,0.69,0.1343,314,382.0,178.0
2,0,5,20,0,1,1,2,0.62,0.6061,0.69,0.1343,218,237.0,121.0
2,0,5,21,0,1,1,2,0.6,0.5909,0.73,0.1045,232,190.0,105.0
2,0,5,22,0,1,1,2,0.6,0.5909,0.73,0.0,125,106.0,100.0
2,0,5,23,0,1,1,2,0.56,0.5303,0.83,0.194,64,62.0,146.0
2,0,5,0,0,2,1,2,0.56,0.5303,0.83,0.2239,16,27.0,177.0
2,0,5,1,0,2,1,2,0.56,0.5303,0.78,0.2537,14,21.0,114.0
2,0,5,2,0,2,1,2,0.56,0.5303,0.78,0.2537,5,26.0,35.0
2,0,5,3,0,2,1,1,0.54,0.5152,0.83,0.2836,2,21.0,16.0
2,0,5,4,0,2,1,1,0.52,0.5,0.88,0.2239,4,6.0,17.0
2,0,5,5,0,2,1,1,0.52,0.5,0.88,0.1343,14,16.0,20.0
2,0,5,6,0,2,1,2,0.52,0.5,0.94,0.1642,109,80.0,62.0
2,0,5,7,0,2,1,2,0.54,0.5152,0.88,0.2239,265,270.0,209.0
2,0,5,8,0,2,1,2,0.56,0.5303,0.83,0.2836,459,449.0,371.0
2,0,5,9,0,2,1,2,0.6,0.5758,0.78,0.3582,186,199.0,172.0
2,0,5,10,0,2,1,2,0.64,0.6061,0.69,0.3582,127,120.0,108.0
2,0,5,11,0,2,1,2,0.66,0.6212,0.65,0.3284,140,172.0,130.0
2,0,5,12,0,2,1,2,0.68,0.6364,0.61,0.4925,217,186.0,187.0
2,0,5,13,0,2,1,2,0.7,0.6515,0.58,0.6119,194,176.0,170.0
2,0,5,14,0,2,1,2,0.7,0.6515,0.58,0.5224,158,155.0,181.0
2,0,5,15,0,2,1,2,0.7,0.6515,0.58,0.4478,154,153.0,155.0
2,0,5,16,0,2,1,1,0.72,0.6667,0.54,0.4627,271,291.0,269.0
2,0,5,17,0,2,1,1,0.7,0.6515,0.54,0.4627,517,521.0,537.0
2,0,5,18,0,2,1,1,0.7,0.6515,0.48,0.4179,544,528.0,518.0
2,0,5,19,0,2,1,1,0.68,0.6364,0.57,0.3582,365,328.0,314.0
2,0,5,20,0,2,1,1,0.66,0.6212,0.61,0.194,290,234.0,218.0
2,0,5,21,0,2,1,2,0.64,0.6212,0.61,0.4478,225,195.0,232.0
2,0,5,22,0,2,1,2,0.58,0.5455,0.6,0.3881,113,148.0,125.0
2,0,5,23,0,2,1,2,0.56,0.5303,0.68,0.3284,62,78.0,64.0
